No Transaksi	Jenis Transaksi	Tanggal	Nama Pelanggan	Kode Produk	Nama Produk	Jumlah	Harga
437	Penjualan	19-05-2020	Putri	Item-05	Mi Goreng Instant	1	2600
437	Penjualan	19-05-2020	Putri	Item-06	Sabun Mandi Cair 100 ml	4	10500
437	Penjualan	19-05-2020	Putri	Item-08	Vitamin C	3	2000
438	Penjualan	19-05-2020	Tri	Item-08	Vitamin C	1	2000
439	Penjualan	19-05-2020	Wulan	Item-06	Sabun Mandi Cair 100 ml	2	10500
439	Penjualan	19-05-2020	Wulan	Item-08	Vitamin C	2	2000
440	Penjualan	19-05-2020	Zaki	Item-02	Bawang Putih 200 gram	2	15000
440	Penjualan	19-05-2020	Zaki	Item-03	Gula Pasir Putih 1 kg	2	12500
440	Penjualan	19-05-2020	Zaki	Item-05	Mi Goreng Instant	2	2600
440	Penjualan	19-05-2020	Zaki	Item-06	Sabun Mandi Cair 100 ml	4	10500
440	Penjualan	19-05-2020	Zaki	Item-08	Vitamin C	1	2000
441	Stok Masuk	20-05-2020	-	Item-02	Bawang Putih 200 gram	43	-
441	Stok Masuk	20-05-2020	-	Item-04	Kopi Instant	43	-
441	Stok Masuk	20-05-2020	-	Item-19	Obat Diare	20	-
442	Penjualan	20-05-2020	Fajri	Item-05	Mi Goreng Instant	1	2600
442	Penjualan	20-05-2020	Fajri	Item-06	Sabun Mandi Cair 100 ml	1	10500
443	Penjualan	20-05-2020	Feri	Item-04	Kopi Instant	1	5200
443	Penjualan	20-05-2020	Feri	Item-05	Mi Goreng Instant	1	2600
443	Penjualan	20-05-2020	Feri	Item-06	Sabun Mandi Cair 100 ml	1	10500
444	Penjualan	20-05-2020	Hasan	Item-05	Mi Goreng Instant	1	2600
444	Penjualan	20-05-2020	Hasan	Item-06	Sabun Mandi Cair 100 ml	1	10500
445	Penjualan	20-05-2020	Jaya	Item-06	Sabun Mandi Cair 100 ml	2	10500
446	Penjualan	20-05-2020	Mita, Mira	Item-02	Bawang Putih 200 gram	2	15000
446	Penjualan	20-05-2020	Mita, Mira	Item-03	Gula Pasir Putih 1 kg	2	12500
446	Penjualan	20-05-2020	Mita, Mira	Item-04	Kopi Instant	2	5200
446	Penjualan	20-05-2020	Mita, Mira	Item-05	Mi Goreng Instant	3	2600
446	Penjualan	20-05-2020	Mita, Mira	Item-06	Sabun Mandi Cair 100 ml	4	10500
447	Penjualan	20-05-2020	Nita	Item-05	Mi Goreng Instant	2	2600
447	Penjualan	20-05-2020	Nita	Item-06	Sabun Mandi Cair 100 ml	3	10500
448	Penjualan	20-05-2020	Randi	Item-05	Mi Goreng Instant	1	2600
448	Penjualan	20-05-2020	Randi	Item-06	Sabun Mandi Cair 100 ml	2	10500
449	Penjualan	20-05-2020	Rasyid	Item-03	Gula Pasir Putih 1 kg	2	12500
449	Penjualan	20-05-2020	Rasyid	Item-04	Kopi Instant	1	5200
449	Penjualan	20-05-2020	Rasyid	Item-05	Mi Goreng Instant	3	2600
449	Penjualan	20-05-2020	Rasyid	Item-06	Sabun Mandi Cair 100 ml	2	10500
450	Stok Masuk	21-05-2020	-	Item-09	Roti Tawar	14	-
450	Stok Masuk	21-05-2020	-	Item-11	Sabun Cuci Piring	78	-
450	Stok Masuk	21-05-2020	-	Item-14	Teh Celup Melati	31	-
450	Stok Masuk	21-05-2020	-	Item-18	Telur Ayam Negeri	71	-
450	Stok Masuk	21-05-2020	-	Item-20	Gunting Kuku	12	-
451	Penjualan	21-05-2020	Agung	Item-02	Bawang Putih 200 gram	4	15000
451	Penjualan	21-05-2020	Agung	Item-03	Gula Pasir Putih 1 kg	3	12500
451	Penjualan	21-05-2020	Agung	Item-04	Kopi Instant	3	5200
451	Penjualan	21-05-2020	Agung	Item-05	Mi Goreng Instant	3	2600
451	Penjualan	21-05-2020	Agung	Item-06	Sabun Mandi Cair 100 ml	4	10500
452	Penjualan	21-05-2020	Hadi	Item-06	Sabun Mandi Cair 100 ml	1	10500
453	Penjualan	21-05-2020	Kardi	Item-05	Mi Goreng Instant	2	2600
453	Penjualan	21-05-2020	Kardi	Item-06	Sabun Mandi Cair 100 ml	3	10500
454	Penjualan	21-05-2020	Komang	Item-02	Bawang Putih 200 gram	3	15000
454	Penjualan	21-05-2020	Komang	Item-03	Gula Pasir Putih 1 kg	4	12500
454	Penjualan	21-05-2020	Komang	Item-04	Kopi Instant	4	5200
454	Penjualan	21-05-2020	Komang	Item-05	Mi Goreng Instant	3	2600
454	Penjualan	21-05-2020	Komang	Item-06	Sabun Mandi Cair 100 ml	3	10500
455	Penjualan	21-05-2020	Kurnia	Item-03	Gula Pasir Putih 1 kg	1	12500
455	Penjualan	21-05-2020	Kurnia	Item-04	Kopi Instant	3	5200
455	Penjualan	21-05-2020	Kurnia	Item-05	Mi Goreng Instant	3	2600
455	Penjualan	21-05-2020	Kurnia	Item-06	Sabun Mandi Cair 100 ml	2	10500
456	Penjualan	21-05-2020	Marta	Item-03	Gula Pasir Putih 1 kg	3	12500
456	Penjualan	21-05-2020	Marta	Item-04	Kopi Instant	2	5200
456	Penjualan	21-05-2020	Marta	Item-05	Mi Goreng Instant	4	2600
456	Penjualan	21-05-2020	Marta	Item-06	Sabun Mandi Cair 100 ml	2	10500
457	Penjualan	21-05-2020	Yuli	Item-03	Gula Pasir Putih 1 kg	4	12500
457	Penjualan	21-05-2020	Yuli	Item-04	Kopi Instant	3	5200
457	Penjualan	21-05-2020	Yuli	Item-05	Mi Goreng Instant	3	2600
457	Penjualan	21-05-2020	Yuli	Item-06	Sabun Mandi Cair 100 ml	3	10500
458	Stok Masuk	22-05-2020	-	Item-03	Gula Pasir Putih 1 kg	44	-
458	Stok Masuk	22-05-2020	-	Item-06	Sabun Mandi Cair 100 ml	54	-
459	Penjualan	22-05-2020	Rahmad	Item-06	Sabun Mandi Cair 100 ml	4	10500
460	Penjualan	22-05-2020	Siti	Item-05	Mi Goreng Instant	4	2600
460	Penjualan	22-05-2020	Siti	Item-06	Sabun Mandi Cair 100 ml	4	10500
461	Stok Masuk	23-05-2020	-	Item-01	Batere AA	46	-
461	Stok Masuk	23-05-2020	-	Item-02	Bawang Putih 200 gram	58	-
461	Stok Masuk	23-05-2020	-	Item-18	Telur Ayam Negeri	86	-
462	Penjualan	23-05-2020	Anggun	Item-05	Mi Goreng Instant	4	2600
463	Penjualan	23-05-2020	Diki	Item-04	Kopi Instant	3	5200
463	Penjualan	23-05-2020	Diki	Item-05	Mi Goreng Instant	4	2600
464	Penjualan	23-05-2020	Galang	Item-04	Kopi Instant	4	5200
464	Penjualan	23-05-2020	Galang	Item-05	Mi Goreng Instant	1	2600
465	Penjualan	23-05-2020	Iqbal	Item-03	Gula Pasir Putih 1 kg	3	12500
465	Penjualan	23-05-2020	Iqbal	Item-04	Kopi Instant	4	5200
465	Penjualan	23-05-2020	Iqbal	Item-05	Mi Goreng Instant	1	2600
466	Penjualan	23-05-2020	Jaya	Item-03	Gula Pasir Putih 1 kg	3	12500
466	Penjualan	23-05-2020	Jaya	Item-04	Kopi Instant	2	5200
466	Penjualan	23-05-2020	Jaya	Item-05	Mi Goreng Instant	4	2600
467	Penjualan	23-05-2020	Murni	Item-05	Mi Goreng Instant	4	2600
468	Penjualan	23-05-2020	Sri	Item-05	Mi Goreng Instant	2	2600
469	Penjualan	23-05-2020	Wulan	Item-02	Bawang Putih 200 gram	1	15000
469	Penjualan	23-05-2020	Wulan	Item-03	Gula Pasir Putih 1 kg	3	12500
469	Penjualan	23-05-2020	Wulan	Item-04	Kopi Instant	4	5200
469	Penjualan	23-05-2020	Wulan	Item-05	Mi Goreng Instant	1	2600
470	Penjualan	23-05-2020	Zahra	Item-02	Bawang Putih 200 gram	2	15000
470	Penjualan	23-05-2020	Zahra	Item-03	Gula Pasir Putih 1 kg	2	12500
470	Penjualan	23-05-2020	Zahra	Item-04	Kopi Instant	2	5200
470	Penjualan	23-05-2020	Zahra	Item-05	Mi Goreng Instant	3	2600
471	Stok Masuk	24-05-2020	-	Item-05	Mi Goreng Instant	90	-
471	Stok Masuk	24-05-2020	-	Item-07	Sabut Cuci Piring	6	-
471	Stok Masuk	24-05-2020	-	Item-08	Vitamin C	34	-
471	Stok Masuk	24-05-2020	-	Item-09	Roti Tawar	16	-
472	Penjualan	24-05-2020	Andi	Item-05	Mi Goreng Instant	3	2600
473	Penjualan	24-05-2020	Tri	Item-01	Batere AA	3	12000
473	Penjualan	24-05-2020	Tri	Item-02	Bawang Putih 200 gram	1	15000
473	Penjualan	24-05-2020	Tri	Item-03	Gula Pasir Putih 1 kg	4	12500
473	Penjualan	24-05-2020	Tri	Item-04	Kopi Instant	3	5200
473	Penjualan	24-05-2020	Tri	Item-05	Mi Goreng Instant	2	2600
474	Stok Masuk	25-05-2020	-	Item-02	Bawang Putih 200 gram	41	-
474	Stok Masuk	25-05-2020	-	Item-09	Roti Tawar	17	-
474	Stok Masuk	25-05-2020	-	Item-10	Biskuit Waver Kaleng	48	-
474	Stok Masuk	25-05-2020	-	Item-18	Telur Ayam Negeri	79	-
475	Penjualan	25-05-2020	Kardi	Item-01	Batere AA	2	12000
475	Penjualan	25-05-2020	Kardi	Item-02	Bawang Putih 200 gram	4	15000
475	Penjualan	25-05-2020	Kardi	Item-03	Gula Pasir Putih 1 kg	2	12500
475	Penjualan	25-05-2020	Kardi	Item-04	Kopi Instant	2	5200
475	Penjualan	25-05-2020	Kardi	Item-05	Mi Goreng Instant	3	2600
476	Penjualan	25-05-2020	Rahma	Item-02	Bawang Putih 200 gram	4	15000
476	Penjualan	25-05-2020	Rahma	Item-03	Gula Pasir Putih 1 kg	4	12500
476	Penjualan	25-05-2020	Rahma	Item-05	Mi Goreng Instant	3	2600
476	Penjualan	25-05-2020	Rahma	Item-06	Sabun Mandi Cair 100 ml	1	10500
477	Stok Masuk	26-05-2020	-	Item-04	Kopi Instant	56	-
477	Stok Masuk	26-05-2020	-	Item-05	Mi Goreng Instant	49	-
477	Stok Masuk	26-05-2020	-	Item-14	Teh Celup Melati	56	-
478	Penjualan	26-05-2020	Putri	Item-01	Batere AA	1	12000
478	Penjualan	26-05-2020	Putri	Item-02	Bawang Putih 200 gram	2	15000
478	Penjualan	26-05-2020	Putri	Item-03	Gula Pasir Putih 1 kg	2	12500
478	Penjualan	26-05-2020	Putri	Item-04	Kopi Instant	3	5200
478	Penjualan	26-05-2020	Putri	Item-05	Mi Goreng Instant	1	2600
479	Penjualan	26-05-2020	Randi	Item-02	Bawang Putih 200 gram	3	15000
479	Penjualan	26-05-2020	Randi	Item-03	Gula Pasir Putih 1 kg	3	12500
479	Penjualan	26-05-2020	Randi	Item-04	Kopi Instant	4	5200
479	Penjualan	26-05-2020	Randi	Item-05	Mi Goreng Instant	2	2600
480	Penjualan	26-05-2020	Zaki	Item-04	Kopi Instant	2	5200
480	Penjualan	26-05-2020	Zaki	Item-05	Mi Goreng Instant	2	2600
481	Stok Masuk	27-05-2020	-	Item-03	Gula Pasir Putih 1 kg	37	-
481	Stok Masuk	27-05-2020	-	Item-09	Roti Tawar	20	-
481	Stok Masuk	27-05-2020	-	Item-17	Obat Batuk	47	-
482	Penjualan	27-05-2020	Fajri	Item-01	Batere AA	4	12000
482	Penjualan	27-05-2020	Fajri	Item-02	Bawang Putih 200 gram	1	15000
482	Penjualan	27-05-2020	Fajri	Item-03	Gula Pasir Putih 1 kg	1	12500
482	Penjualan	27-05-2020	Fajri	Item-04	Kopi Instant	3	5200
482	Penjualan	27-05-2020	Fajri	Item-05	Mi Goreng Instant	1	2600
483	Penjualan	27-05-2020	Kurnia	Item-05	Mi Goreng Instant	2	2600
484	Penjualan	27-05-2020	Rahmad	Item-01	Batere AA	4	12000
484	Penjualan	27-05-2020	Rahmad	Item-02	Bawang Putih 200 gram	1	15000
484	Penjualan	27-05-2020	Rahmad	Item-03	Gula Pasir Putih 1 kg	1	12500
484	Penjualan	27-05-2020	Rahmad	Item-04	Kopi Instant	1	5200
484	Penjualan	27-05-2020	Rahmad	Item-05	Mi Goreng Instant	4	2600
485	Stok Masuk	28-05-2020	-	Item-02	Bawang Putih 200 gram	43	-
485	Stok Masuk	28-05-2020	-	Item-09	Roti Tawar	19	-
486	Penjualan	28-05-2020	Galang	Item-03	Gula Pasir Putih 1 kg	1	12500
486	Penjualan	28-05-2020	Galang	Item-04	Kopi Instant	4	5200
486	Penjualan	28-05-2020	Galang	Item-05	Mi Goreng Instant	2	2600
487	Penjualan	28-05-2020	Jaya	Item-05	Mi Goreng Instant	2	2600
488	Penjualan	28-05-2020	Yuli	Item-04	Kopi Instant	4	5200
488	Penjualan	28-05-2020	Yuli	Item-05	Mi Goreng Instant	1	2600
489	Stok Masuk	29-05-2020	-	Item-03	Gula Pasir Putih 1 kg	37	-
489	Stok Masuk	29-05-2020	-	Item-06	Sabun Mandi Cair 100 ml	77	-
489	Stok Masuk	29-05-2020	-	Item-15	Ketan Hitam 500 gram	26	-
489	Stok Masuk	29-05-2020	-	Item-18	Telur Ayam Negeri	92	-
490	Penjualan	29-05-2020	Andi	Item-01	Batere AA	1	12000
490	Penjualan	29-05-2020	Andi	Item-02	Bawang Putih 200 gram	1	15000
490	Penjualan	29-05-2020	Andi	Item-03	Gula Pasir Putih 1 kg	3	12500
490	Penjualan	29-05-2020	Andi	Item-04	Kopi Instant	3	5200
490	Penjualan	29-05-2020	Andi	Item-05	Mi Goreng Instant	2	2600
491	Penjualan	29-05-2020	Feri	Item-01	Batere AA	1	12000
491	Penjualan	29-05-2020	Feri	Item-02	Bawang Putih 200 gram	4	15000
491	Penjualan	29-05-2020	Feri	Item-03	Gula Pasir Putih 1 kg	3	12500
491	Penjualan	29-05-2020	Feri	Item-04	Kopi Instant	1	5200
491	Penjualan	29-05-2020	Feri	Item-05	Mi Goreng Instant	2	2600
492	Penjualan	29-05-2020	Hadi	Item-03	Gula Pasir Putih 1 kg	1	12500
492	Penjualan	29-05-2020	Hadi	Item-04	Kopi Instant	2	5200
492	Penjualan	29-05-2020	Hadi	Item-05	Mi Goreng Instant	1	2600
493	Penjualan	29-05-2020	Mahmud	Item-01	Batere AA	2	12000
493	Penjualan	29-05-2020	Mahmud	Item-02	Bawang Putih 200 gram	2	15000
493	Penjualan	29-05-2020	Mahmud	Item-03	Gula Pasir Putih 1 kg	1	12500
493	Penjualan	29-05-2020	Mahmud	Item-04	Kopi Instant	4	5200
493	Penjualan	29-05-2020	Mahmud	Item-05	Mi Goreng Instant	1	2600
494	Penjualan	29-05-2020	Murni	Item-04	Kopi Instant	4	5200
494	Penjualan	29-05-2020	Murni	Item-05	Mi Goreng Instant	4	2600
495	Penjualan	29-05-2020	Tri	Item-04	Kopi Instant	3	5200
495	Penjualan	29-05-2020	Tri	Item-05	Mi Goreng Instant	3	2600
496	Stok Masuk	30-05-2020	-	Item-09	Roti Tawar	11	-
496	Stok Masuk	30-05-2020	-	Item-11	Sabun Cuci Piring	16	-
496	Stok Masuk	30-05-2020	-	Item-17	Obat Batuk	59	-
496	Stok Masuk	30-05-2020	-	Item-19	Obat Diare	21	-
497	Penjualan	30-05-2020	Anggun	Item-03	Gula Pasir Putih 1 kg	3	12500
497	Penjualan	30-05-2020	Anggun	Item-04	Kopi Instant	2	5200
497	Penjualan	30-05-2020	Anggun	Item-05	Mi Goreng Instant	1	2600
498	Penjualan	30-05-2020	Diki	Item-03	Gula Pasir Putih 1 kg	4	12500
498	Penjualan	30-05-2020	Diki	Item-04	Kopi Instant	4	5200
498	Penjualan	30-05-2020	Diki	Item-05	Mi Goreng Instant	1	2600
499	Penjualan	30-05-2020	Rahma	Item-03	Gula Pasir Putih 1 kg	3	12500
499	Penjualan	30-05-2020	Rahma	Item-04	Kopi Instant	1	5200
499	Penjualan	30-05-2020	Rahma	Item-05	Mi Goreng Instant	2	2600
500	Penjualan	30-05-2020	Siti	Item-05	Mi Goreng Instant	1	2600
501	Stok Masuk	31-05-2020	-	Item-02	Bawang Putih 200 gram	51	-
501	Stok Masuk	31-05-2020	-	Item-03	Gula Pasir Putih 1 kg	46	-
501	Stok Masuk	31-05-2020	-	Item-05	Mi Goreng Instant	30	-
501	Stok Masuk	31-05-2020	-	Item-09	Roti Tawar	11	-
501	Stok Masuk	31-05-2020	-	Item-14	Teh Celup Melati	15	-
501	Stok Masuk	31-05-2020	-	Item-18	Telur Ayam Negeri	80	-
502	Penjualan	31-05-2020	Agung	Item-05	Mi Goreng Instant	2	2600
503	Penjualan	31-05-2020	Sri	Item-03	Gula Pasir Putih 1 kg	2	12500
503	Penjualan	31-05-2020	Sri	Item-04	Kopi Instant	2	5200
503	Penjualan	31-05-2020	Sri	Item-05	Mi Goreng Instant	4	2600
504	Stok Masuk	01-06-2020	-	Item-08	Vitamin C	58	-
504	Stok Masuk	01-06-2020	-	Item-13	Pisau Cukur	20	-
504	Stok Masuk	01-06-2020	-	Item-16	Balsem Putih 20 gram	11	-
505	Penjualan	01-06-2020	Rahmad	Item-02	Bawang Putih 200 gram	2	15000
505	Penjualan	01-06-2020	Rahmad	Item-03	Gula Pasir Putih 1 kg	3	12500
505	Penjualan	01-06-2020	Rahmad	Item-04	Kopi Instant	4	5200
505	Penjualan	01-06-2020	Rahmad	Item-05	Mi Goreng Instant	4	2600
506	Stok Masuk	02-06-2020	-	Item-02	Bawang Putih 200 gram	22	-
506	Stok Masuk	02-06-2020	-	Item-04	Kopi Instant	54	-
506	Stok Masuk	02-06-2020	-	Item-07	Sabut Cuci Piring	8	-
506	Stok Masuk	02-06-2020	-	Item-09	Roti Tawar	18	-
506	Stok Masuk	02-06-2020	-	Item-10	Biskuit Waver Kaleng	69	-
506	Stok Masuk	02-06-2020	-	Item-17	Obat Batuk	55	-
507	Penjualan	02-06-2020	Iqbal	Item-03	Gula Pasir Putih 1 kg	2	12500
507	Penjualan	02-06-2020	Iqbal	Item-04	Kopi Instant	3	5200
507	Penjualan	02-06-2020	Iqbal	Item-05	Mi Goreng Instant	3	2600
508	Penjualan	02-06-2020	Kardi	Item-01	Batere AA	4	12000
508	Penjualan	02-06-2020	Kardi	Item-02	Bawang Putih 200 gram	1	15000
508	Penjualan	02-06-2020	Kardi	Item-03	Gula Pasir Putih 1 kg	3	12500
508	Penjualan	02-06-2020	Kardi	Item-04	Kopi Instant	3	5200
508	Penjualan	02-06-2020	Kardi	Item-05	Mi Goreng Instant	2	2600
509	Penjualan	02-06-2020	Sri	Item-05	Mi Goreng Instant	4	2600
510	Stok Masuk	03-06-2020	-	Item-06	Sabun Mandi Cair 100 ml	50	-
510	Stok Masuk	03-06-2020	-	Item-09	Roti Tawar	17	-
510	Stok Masuk	03-06-2020	-	Item-19	Obat Diare	45	-
510	Stok Masuk	03-06-2020	-	Item-20	Gunting Kuku	17	-
511	Penjualan	03-06-2020	Galang	Item-01	Batere AA	4	12000
511	Penjualan	03-06-2020	Galang	Item-02	Bawang Putih 200 gram	1	15000
511	Penjualan	03-06-2020	Galang	Item-03	Gula Pasir Putih 1 kg	1	12500
511	Penjualan	03-06-2020	Galang	Item-04	Kopi Instant	1	5200
511	Penjualan	03-06-2020	Galang	Item-05	Mi Goreng Instant	3	2600
512	Penjualan	03-06-2020	Hadi	Item-04	Kopi Instant	2	5200
512	Penjualan	03-06-2020	Hadi	Item-05	Mi Goreng Instant	4	2600
513	Penjualan	03-06-2020	Jaya	Item-04	Kopi Instant	1	5200
513	Penjualan	03-06-2020	Jaya	Item-05	Mi Goreng Instant	1	2600
514	Stok Masuk	04-06-2020	-	Item-02	Bawang Putih 200 gram	30	-
514	Stok Masuk	04-06-2020	-	Item-05	Mi Goreng Instant	90	-
514	Stok Masuk	04-06-2020	-	Item-18	Telur Ayam Negeri	89	-
515	Penjualan	04-06-2020	Andi	Item-05	Mi Goreng Instant	4	2600
516	Penjualan	04-06-2020	Mahmud	Item-03	Gula Pasir Putih 1 kg	2	12500
516	Penjualan	04-06-2020	Mahmud	Item-04	Kopi Instant	1	5200
516	Penjualan	04-06-2020	Mahmud	Item-05	Mi Goreng Instant	2	2600
517	Stok Masuk	05-06-2020	-	Item-03	Gula Pasir Putih 1 kg	45	-
517	Stok Masuk	05-06-2020	-	Item-09	Roti Tawar	14	-
517	Stok Masuk	05-06-2020	-	Item-12	Beras Pulen 5 kg	21	-
518	Penjualan	05-06-2020	Diki	Item-04	Kopi Instant	2	5200
518	Penjualan	05-06-2020	Diki	Item-05	Mi Goreng Instant	4	2600
519	Penjualan	05-06-2020	Fajri	Item-02	Bawang Putih 200 gram	1	15000
519	Penjualan	05-06-2020	Fajri	Item-03	Gula Pasir Putih 1 kg	4	12500
519	Penjualan	05-06-2020	Fajri	Item-04	Kopi Instant	1	5200
519	Penjualan	05-06-2020	Fajri	Item-05	Mi Goreng Instant	4	2600
520	Penjualan	05-06-2020	Randi	Item-03	Gula Pasir Putih 1 kg	2	12500
520	Penjualan	05-06-2020	Randi	Item-04	Kopi Instant	2	5200
520	Penjualan	05-06-2020	Randi	Item-05	Mi Goreng Instant	1	2600
521	Stok Masuk	06-06-2020	-	Item-02	Bawang Putih 200 gram	56	-
521	Stok Masuk	06-06-2020	-	Item-08	Vitamin C	56	-
521	Stok Masuk	06-06-2020	-	Item-09	Roti Tawar	14	-
522	Penjualan	06-06-2020	Feri	Item-01	Batere AA	2	12000
522	Penjualan	06-06-2020	Feri	Item-02	Bawang Putih 200 gram	1	15000
522	Penjualan	06-06-2020	Feri	Item-03	Gula Pasir Putih 1 kg	1	12500
522	Penjualan	06-06-2020	Feri	Item-04	Kopi Instant	1	5200
522	Penjualan	06-06-2020	Feri	Item-05	Mi Goreng Instant	4	2600
523	Penjualan	06-06-2020	Kurnia	Item-04	Kopi Instant	1	5200
523	Penjualan	06-06-2020	Kurnia	Item-05	Mi Goreng Instant	1	2600
524	Stok Masuk	07-06-2020	-	Item-01	Batere AA	89	-
524	Stok Masuk	07-06-2020	-	Item-09	Roti Tawar	12	-
524	Stok Masuk	07-06-2020	-	Item-11	Sabun Cuci Piring	51	-
524	Stok Masuk	07-06-2020	-	Item-15	Ketan Hitam 500 gram	30	-
525	Penjualan	07-06-2020	Jaya	Item-04	Kopi Instant	4	5200
525	Penjualan	07-06-2020	Jaya	Item-05	Mi Goreng Instant	4	2600
526	Stok Masuk	08-06-2020	-	Item-03	Gula Pasir Putih 1 kg	32	-
526	Stok Masuk	08-06-2020	-	Item-06	Sabun Mandi Cair 100 ml	54	-
526	Stok Masuk	08-06-2020	-	Item-09	Roti Tawar	14	-
526	Stok Masuk	08-06-2020	-	Item-18	Telur Ayam Negeri	58	-
527	Penjualan	08-06-2020	Agung	Item-03	Gula Pasir Putih 1 kg	2	12500
527	Penjualan	08-06-2020	Agung	Item-04	Kopi Instant	1	5200
527	Penjualan	08-06-2020	Agung	Item-05	Mi Goreng Instant	1	2600
528	Penjualan	08-06-2020	Siti	Item-03	Gula Pasir Putih 1 kg	3	12500
528	Penjualan	08-06-2020	Siti	Item-04	Kopi Instant	1	5200
528	Penjualan	08-06-2020	Siti	Item-05	Mi Goreng Instant	3	2600
529	Penjualan	08-06-2020	Sri	Item-04	Kopi Instant	3	5200
529	Penjualan	08-06-2020	Sri	Item-05	Mi Goreng Instant	2	2600
530	Stok Masuk	09-06-2020	-	Item-02	Bawang Putih 200 gram	55	-
530	Stok Masuk	09-06-2020	-	Item-05	Mi Goreng Instant	24	-
530	Stok Masuk	09-06-2020	-	Item-10	Biskuit Waver Kaleng	68	-
531	Stok Masuk	10-06-2020	-	Item-09	Roti Tawar	19	-
531	Stok Masuk	10-06-2020	-	Item-13	Pisau Cukur	16	-
531	Stok Masuk	10-06-2020	-	Item-14	Teh Celup Melati	17	-
531	Stok Masuk	10-06-2020	-	Item-16	Balsem Putih 20 gram	14	-
532	Stok Masuk	11-06-2020	-	Item-09	Roti Tawar	14	-
532	Stok Masuk	11-06-2020	-	Item-17	Obat Batuk	56	-
532	Stok Masuk	11-06-2020	-	Item-19	Obat Diare	29	-
533	Penjualan	11-06-2020	Andi	Item-01	Batere AA	2	12000
533	Penjualan	11-06-2020	Andi	Item-02	Bawang Putih 200 gram	4	15000
533	Penjualan	11-06-2020	Andi	Item-03	Gula Pasir Putih 1 kg	2	12500
533	Penjualan	11-06-2020	Andi	Item-04	Kopi Instant	3	5200
533	Penjualan	11-06-2020	Andi	Item-05	Mi Goreng Instant	3	2600
534	Penjualan	11-06-2020	Feri	Item-05	Mi Goreng Instant	1	2600
535	Penjualan	11-06-2020	Jaya	Item-05	Mi Goreng Instant	3	2600
536	Penjualan	11-06-2020	Kardi	Item-02	Bawang Putih 200 gram	1	15000
536	Penjualan	11-06-2020	Kardi	Item-03	Gula Pasir Putih 1 kg	1	12500
536	Penjualan	11-06-2020	Kardi	Item-04	Kopi Instant	3	5200
536	Penjualan	11-06-2020	Kardi	Item-05	Mi Goreng Instant	1	2600
537	Penjualan	11-06-2020	Siti	Item-05	Mi Goreng Instant	3	2600
538	Stok Masuk	12-06-2020	-	Item-02	Bawang Putih 200 gram	34	-
538	Stok Masuk	12-06-2020	-	Item-03	Gula Pasir Putih 1 kg	33	-
538	Stok Masuk	12-06-2020	-	Item-04	Kopi Instant	44	-
538	Stok Masuk	12-06-2020	-	Item-07	Sabut Cuci Piring	7	-
538	Stok Masuk	12-06-2020	-	Item-11	Sabun Cuci Piring	49	-
539	Stok Masuk	13-06-2020	-	Item-05	Mi Goreng Instant	73	-
539	Stok Masuk	13-06-2020	-	Item-06	Sabun Mandi Cair 100 ml	76	-
539	Stok Masuk	13-06-2020	-	Item-18	Telur Ayam Negeri	97	-
540	Stok Masuk	14-06-2020	-	Item-03	Gula Pasir Putih 1 kg	32	-
540	Stok Masuk	14-06-2020	-	Item-09	Roti Tawar	19	-
540	Stok Masuk	14-06-2020	-	Item-12	Beras Pulen 5 kg	29	-
540	Stok Masuk	14-06-2020	-	Item-17	Obat Batuk	22	-
541	Stok Masuk	15-06-2020	-	Item-02	Bawang Putih 200 gram	57	-
541	Stok Masuk	15-06-2020	-	Item-08	Vitamin C	31	-
541	Stok Masuk	15-06-2020	-	Item-09	Roti Tawar	18	-
542	Penjualan	15-06-2020	Agung	Item-05	Mi Goreng Instant	3	2600
543	Stok Masuk	16-06-2020	-	Item-05	Mi Goreng Instant	47	-
543	Stok Masuk	16-06-2020	-	Item-09	Roti Tawar	17	-
544	Penjualan	16-06-2020	Kardi	Item-02	Bawang Putih 200 gram	2	15000
544	Penjualan	16-06-2020	Kardi	Item-03	Gula Pasir Putih 1 kg	3	12500
544	Penjualan	16-06-2020	Kardi	Item-04	Kopi Instant	4	5200
544	Penjualan	16-06-2020	Kardi	Item-05	Mi Goreng Instant	3	2600
545	Stok Masuk	17-06-2020	-	Item-01	Batere AA	22	-
545	Stok Masuk	17-06-2020	-	Item-18	Telur Ayam Negeri	95	-
545	Stok Masuk	17-06-2020	-	Item-20	Gunting Kuku	17	-
546	Stok Masuk	18-06-2020	-	Item-02	Bawang Putih 200 gram	47	-
546	Stok Masuk	18-06-2020	-	Item-04	Kopi Instant	63	-
546	Stok Masuk	18-06-2020	-	Item-09	Roti Tawar	16	-
546	Stok Masuk	18-06-2020	-	Item-10	Biskuit Waver Kaleng	74	-
546	Stok Masuk	18-06-2020	-	Item-11	Sabun Cuci Piring	36	-
546	Stok Masuk	18-06-2020	-	Item-13	Pisau Cukur	20	-
547	Stok Masuk	19-06-2020	-	Item-03	Gula Pasir Putih 1 kg	34	-
547	Stok Masuk	19-06-2020	-	Item-14	Teh Celup Melati	42	-
547	Stok Masuk	19-06-2020	-	Item-18	Telur Ayam Negeri	87	-
548	Stok Masuk	20-06-2020	-	Item-02	Bawang Putih 200 gram	40	-
548	Stok Masuk	20-06-2020	-	Item-05	Mi Goreng Instant	31	-
